fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,color
1.3767230973298001,-0.24094935769733494,1.1793455296114226,0.3692669914967133,-0.4862524025061282,0.08308980265377904,-0.5616768591021964,-0.2990332195389321,-1.7322416113263803,-1.4198669267666797,0.8453649998436863,6.0,white
0.06533265066046783,-0.4839275854664684,-0.12823371369334444,0.8106810861271756,-0.1722439588597101,0.25212261170552824,0.6768774720488787,0.371314865145335,-0.05287423826063137,-0.2101441532355524,-0.07697408608450654,6.0,white
0.2196138796803894,0.06277342701408195,0.35350600752420136,-0.618659791723845,0.28449559553507975,-0.08594300639797016,-0.4732086925914054,-1.6864203002785576,-0.4882657794258245,-0.7477987192493869,1.8515530935835327,6.0,white
-0.39751103639929614,-1.3950959396007194,0.14704612700239625,0.7055824921675418,-0.37206751390743087,0.5901882298090266,-0.04856149333960819,0.5013824039646738,1.253300385234951,-0.8822123607528451,-0.9993131720126994,7.0,white
0.4510357232102714,-0.5446721424087518,0.14704612700239625,1.7355487129719531,-0.3435212917577565,1.9987949719069364,1.2076864711136253,1.6886655788283793,0.009324553334397804,1.47002636555768,-1.3347092032593153,5.0,white
-0.16608919286941418,-0.058715686870484604,3.175124374655541,0.9367993988787362,-0.40061373605710504,-0.5366971638693013,2.3931599023582257,-0.11560463915270607,-1.2968500701611871,0.12588995052309435,0.4261199607854167,6.0,white
0.2196138796803894,1.0346863380906164,-2.0551925985635275,-0.7868175420592591,0.7983275942292184,-0.9874513213406325,-1.499439424116582,0.227907065934293,0.8801076356647841,0.05868312977136499,0.006874921727147083,6.0,red
1.685285555369643,-0.058715686870484604,1.8675451313507736,-0.5556006353480647,0.6555964834808464,-1.212828400076298,-1.51713305741874,0.9682915176751414,-0.6126633626158801,0.05868312977136499,1.264610038901956,6.0,red
0.7595981812501138,0.03240114854294023,4.689163498482114,2.6814360586086576,-0.2578826253087333,1.3790080053838563,1.5792527704589476,1.6519798627511488,-1.6078440281363247,-0.6805918984976576,-0.7477661485777385,5.0,white
-0.2432298073793746,1.763621021398017,0.07822616682846108,0.2641683975370795,5.108807138830047,1.9987949719069364,-0.01317422673529176,1.058338275319296,0.009324553334397804,0.1930967712748237,-0.8316151563893921,5.0,red
-0.8603547234590608,0.4272407686677823,-1.229353076476306,1.04189799283837,-0.5433448468054768,-0.7057299729210506,0.057600306473341106,0.4346811020060461,1.0045052188548396,-0.5461782569941989,-0.41237011733112255,5.0,white
0.9910200247799965,-0.4839275854664684,-0.7476133552587604,2.2610416827701223,0.5128653727324749,0.5901882298090266,1.437703704041682,1.1016941215923968,-1.2346512785661579,-0.2101441532355524,-0.5800681329544298,3.0,white
1.4538637118397606,1.9458546922248674,-1.160533116302371,-0.4715217601803575,1.1694284821749852,-1.212828400076298,-1.0040176916561518,1.6886655788283793,0.38251730290456176,0.05868312977136499,-0.7477661485777385,5.0,red
0.2196138796803894,-0.7876503701778854,0.14704612700239625,-0.891916136018893,0.11321826263703341,-0.25497581544971937,-0.08394875994392463,-0.5324877763941659,1.8130895095901995,-0.41176461549074045,0.17457293735045434,6.0,white
-0.5517922654192177,-0.30169391463961837,-0.12823371369334444,0.7791515079392854,-0.1436977367100359,-0.31132008513363574,0.8892010716747772,-0.43577088855414103,0.1337221365244534,0.1930967712748237,0.7056166534909034,6.0,white
-0.6289328799291781,0.6702189964369161,-1.711092797693852,-0.9129358548108196,-0.7431684018531975,-1.1564841303923816,0.2699239060992397,-1.3996047018563995,-1.5456452365412956,-1.6886942097735966,0.2584219451621094,5.0,white
-0.08894857835945373,0.30575165478321575,0.49114592787207173,1.1890360243818574,-0.6289835132545,-0.31132008513363574,1.5615591371567894,0.48804214357297043,-1.048054903781076,-0.07573051173209372,-0.41237011733112255,6.0,white
